1	0
0.894716409	0.008984772
0.789327591	0.013382041
0.712139182	0.01930042
0.6600605	0.020827833
0.623157727	0.022422532
0.584071909	0.022870912
0.553596636	0.022711087
0.529893545	0.023745335
0.508786955	0.025674736
0.4932685	0.025889877
0.477908773	0.024812021
0.475378636	0.025316622
0.4677455	0.02649541
0.460535182	0.025855481
0.454165227	0.025218828
0.446752545	0.025478397
0.448499727	0.026796943
0.445534773	0.023122898
0.4444245	0.025633962
0.447046818	0.025743295
0.448791318	0.025668178
0.436551045	0.024187212
0.455238636	0.02447251
0.446613682	0.026247028
0.456130727	0.024851854
0.442880909	0.024171177
0.447612409	0.024392892
0.449339909	0.024189367
0.450273227	0.025701545
0.439615045	0.022806735
0.451842	0.025445151
0.464415864	0.026163123
0.447272455	0.025177643
0.444922364	0.023582199
0.445790818	0.026221301
0.445913545	0.026028661
0.455552773	0.025143987
0.457836727	0.02658943
0.449856273	0.024526144
0.457029409	0.025492678
0.443182136	0.027015384
0.444681545	0.025731391
0.457147273	0.02562133
0.454582	0.025104521
0.460084955	0.024981065
0.459096864	0.0272548
0.447823318	0.025287313
0.449875091	0.025974029
0.460279773	0.025139973
0.450806773	0.027916594
0.449023864	0.02622425
0.459280091	0.025557274
0.453209545	0.02579132
0.447459091	0.023430822
0.460296182	0.025744802
0.452821	0.027278057
0.452441045	0.025287897
0.449835045	0.02478009
0.448351136	0.026017783
0.443097909	0.024925749
0.448202182	0.024130229
0.450781955	0.026124828
0.446748864	0.0262429
0.452741682	0.023295048
0.455162727	0.02509855
0.460818318	0.024225861
0.451770182	0.024410848
0.452016273	0.025376764
0.444551	0.024031101
0.452036091	0.026344459
0.443722818	0.026900707
0.450304818	0.025867431
0.437695364	0.027360919
0.449623136	0.026215638
0.446117545	0.024004496
0.438765545	0.02660216
0.442850364	0.026149943
0.439385864	0.024812562
0.444645136	0.026826606
