1	0
0.9004129	0.008887547
0.7938849	0.016175039
0.6893221	0.027830539
0.615485	0.030328795
0.5564058	0.036336168
0.5350202	0.036140309
0.5030414	0.034860799
0.4611604	0.034731212
0.4627888	0.038076307
0.4315893	0.03411051
0.4058488	0.032352643
0.3975267	0.036624197
0.3833128	0.038456377
0.385297	0.035871244
0.3780448	0.034186196
0.3684786	0.031242985
0.3616711	0.031854923
0.3749085	0.034924523
0.3649137	0.032310901
0.3653145	0.031459954
0.3624599	0.034796144
0.3658962	0.035784269
0.3590014	0.034625243
0.349748	0.036341946
0.3645383	0.035838248
0.3664123	0.035522382
0.3713023	0.03208108
0.3686946	0.033934827
0.354407	0.031796738
0.3725195	0.035646477
0.3688663	0.033718495
0.3715223	0.032021069
0.3666365	0.034950145
0.368692	0.032713585
0.3676324	0.029217213
0.3696351	0.036366995
0.3671918	0.034396063
0.358424	0.03241091
0.3587808	0.031802207
0.361222	0.031846735
0.3593396	0.030676039
0.3664746	0.030252232
0.3626703	0.030404304
0.3545652	0.035545076
0.3597006	0.034620741
0.3680597	0.032650037
0.3588945	0.032250958
0.3659949	0.032455663
0.3517696	0.031046097
0.3533958	0.031862116
0.3544029	0.03276684
0.3527555	0.030691754
0.3523831	0.029376707
0.3481588	0.034133356
0.3624675	0.032323799
0.3674425	0.034147462
0.3571461	0.030716791
0.3587083	0.033645965
0.3501994	0.035923051
0.3652964	0.033601601
0.3478856	0.034698912
0.3507578	0.034076863
0.3483765	0.03524534
0.3601093	0.034588954
0.3584363	0.028870691
0.357314	0.031948771
0.3456284	0.030558968
0.3603301	0.030719403
0.3610861	0.03313152
0.3522658	0.032115144
0.3507071	0.033664313
0.337708	0.030491374
0.3534859	0.03368178
0.3529385	0.031657072
0.353779	0.031971048
0.3477958	0.036744919
0.3476287	0.032314839
0.3401424	0.030880024
0.3504322	0.0304565
0.3493337	0.034383146
0.3520096	0.033406219
0.3494223	0.03098127
0.3423489	0.029811643
0.350106	0.033022205
0.3435675	0.030535943
0.3406447	0.031680677
0.3455519	0.033075878
0.3486046	0.032469026
0.3424311	0.03202893
0.3473132	0.029909284
0.3417743	0.027856566
0.3447361	0.024979646
0.342844	0.036273988
0.3533012	0.028663547
0.3468957	0.031892347
0.3389102	0.034322049
0.3277173	0.025315788
0.3424879	0.034752513
0.3381961	0.028821416
0.3370701	0.03000188
0.3332926	0.030293052
0.3228087	0.029536756
0.3337145	0.026904676
0.3518313	0.029840788
0.3454013	0.033938623
0.343334	0.030703909
0.3354705	0.031615395
0.3353487	0.027408808
0.3372918	0.030196944
0.3401163	0.025971444
0.3321918	0.031456338
0.3243714	0.027753264
0.334048	0.026561683
0.3292516	0.030987538
0.3312324	0.032858987
0.3395266	0.033286839
0.3371479	0.031845109
0.3388882	0.030038992
0.3344939	0.030682388
0.334018	0.028598144
0.3455145	0.035779122
0.3358487	0.028883953
0.3282639	0.032663642
0.3274251	0.025470477
0.328555	0.032371903
0.3198902	0.032737638
0.3305024	0.030983248
0.3134688	0.03343957
0.3242596	0.030327765
0.329119	0.031790192
0.3298402	0.029324687
0.3198859	0.032165701
0.3265323	0.028709814
0.3318519	0.027826907
0.3199614	0.026841684
0.3289752	0.034267888
0.3219516	0.030755502
0.3214507	0.031697132
0.3291097	0.034117819
0.3254854	0.032110741
0.3237675	0.0325548
0.3269534	0.025741803
0.336362	0.032592246
0.3259746	0.032251251
0.3257701	0.029219899
0.3275043	0.0257774
0.3115557	0.024689695
0.3135294	0.018322924
0.3240675	0.029654525
0.3174729	0.028970455
0.3280978	0.031961091
0.3183047	0.03008216
0.3212416	0.030582716
0.3153724	0.034245727
0.3227093	0.029666245
0.3073095	0.02974855
0.3278504	0.027665458
0.321256	0.030207789
0.3248204	0.033802464
